allInPings,assistMePings,assists,baronKills,basicPings,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,placement,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerAugment5,playerAugment6,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,retreatPings,riotIdGameName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,match_id,game_duration,game_mode,game_type,queue_id,game_version,game_creation,game_end,perks.statPerks.defense,perks.statPerks.flex,perks.statPerks.offense,perks.styles,bountyLevel
0,0,10,0,0,17220,17,112,Viktor,0,1,5,3994,9324,3994,9079,0,1,3,0,0,True,3,0,False,False,False,False,False,False,0,10447,8375,0,MIDDLE,1,2,0,1056,2503,6653,3175,0,0,3340,19,0,1,MIDDLE,0,0,1,1246,130479,14327,4689,0,7,1,0,1,0,0,1,3,0,12122,479,5543,0,0,0,0,0,0,0,0,5389,1,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,1,BANGBANG,7999,SOLO,0,76,15,96,19,0,3,12,2,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,314,,False,100,MIDDLE,18,1715,0,159975,16446,0,10585,6,2202,0,195,513,41,1,0,17373,1639,352,0,4,6,0,0,23,3,0,13,True,NA1_5328330617,1715,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752911702827,1752913439442,5001,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 1105, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1027, 'var3': 0}, {'perk': 8210, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 611, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 479, 'var2': 0, 'var3': 0}, {'perk': 8401, 'var1': 488, 'var2': 0, 'var3': 0}], 'style': 8400}]",
0,0,10,0,0,12829,14,901,Smolder,0,2,5,4747,23860,4747,6425,0,1,4,0,1,True,0,0,False,False,False,False,False,False,0,10642,9800,0,BOTTOM,0,1,0,1055,3508,1018,3171,1038,3161,3340,18,1,3,BOTTOM,511,3,1,1686,11168,2942,2816,0,12,0,0,0,0,0,1,9,0,138553,17008,8487,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,CARRY,0,168,61,30,5,0,3,21,4,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,313,,False,200,BOTTOM,7,1755,4,151211,19982,0,11972,4,3953,0,174,199,47,1,0,1489,31,669,0,1,3,0,0,21,4,3,11,True,NA1_5328317425,1755,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752909518786,1752911365685,5011,5008,5008,"[{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1093, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 222, 'var3': 0}, {'perk': 8233, 'var1': 19, 'var2': 50, 'var3': 0}, {'perk': 8237, 'var1': 589, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 172}, {'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}], 'style': 8300}]",
0,0,6,0,0,24850,18,86,Garen,0,2,6,7179,13904,7179,51182,0,4,4,0,0,True,3,0,False,True,False,False,False,False,0,18231,17900,0,TOP,0,1,0,3071,6631,3172,3161,3031,3046,3340,32,2,7,TOP,761,3,1,1123,0,0,7529,0,12,0,0,0,0,0,6,1,0,270177,33579,31385,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,SOLO,0,117,28,88,10,0,4,12,4,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,313,,False,100,TOP,69,2260,6,279886,42181,0,40105,4,4939,0,322,383,127,1,0,9709,8602,1191,3,3,4,0,0,25,4,0,14,True,NA1_5328205259,2260,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752899117993,1752901401085,5001,5008,5008,"[{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 2014, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1590, 'var2': 260, 'var3': 0}, {'perk': 9105, 'var1': 19, 'var2': 10, 'var3': 0}, {'perk': 8299, 'var1': 844, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8224, 'var1': 35, 'var2': 804, 'var3': 0}, {'perk': 8234, 'var1': 17086, 'var2': 0, 'var3': 0}], 'style': 8200}]",
0,0,0,0,0,4712,8,122,Darius,0,0,2,0,0,0,2446,0,1,1,0,0,True,1,0,False,False,False,False,False,True,0,2938,2175,0,TOP,0,0,0,1055,3077,0,1028,0,0,3340,8,0,0,NONE,0,0,0,255,0,0,529,0,0,0,1,0,0,0,0,6,0,23679,2742,3477,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,SUPPORT,0,16,18,7,0,0,1,6,2,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,313,,False,200,TOP,6,587,0,23679,2742,0,4301,0,603,0,72,35,12,1,0,0,0,295,0,0,0,0,0,7,1,1,4,False,NA1_5328190185,587,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752897970756,1752898673102,5001,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 9105, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 120, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 223, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 14, 'var2': 0, 'var3': 0}], 'style': 8400}]",
0,0,1,0,0,6948,10,122,Darius,0,0,2,1577,8091,1577,5310,0,4,1,0,0,True,2,0,False,False,False,False,False,True,0,6154,6000,0,TOP,0,0,0,1055,6631,3111,1037,0,0,3340,13,2,4,NONE,0,2,1,290,0,0,4355,0,0,0,0,0,0,0,0,1,0,57879,7197,6381,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,SUPPORT,0,28,43,10,1,0,3,6,2,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,313,,False,100,TOP,11,937,0,58745,7658,0,10893,0,2332,0,99,66,82,1,0,866,461,157,0,0,0,0,0,5,1,0,4,True,NA1_5328147367,937,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752894904609,1752895918171,5001,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 91, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 285, 'var2': 100, 'var3': 0}, {'perk': 9104, 'var1': 13, 'var2': 10, 'var3': 0}, {'perk': 8299, 'var1': 205, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8224, 'var1': 6, 'var2': 49, 'var3': 0}, {'perk': 8234, 'var1': 4170, 'var2': 0, 'var3': 0}], 'style': 8200}]",
0,0,6,0,0,6706,10,804,Yunara,0,0,3,165,472,165,5666,0,7,1,0,0,True,0,0,False,False,False,False,False,True,0,5844,5585,0,BOTTOM,0,0,0,1055,3032,2055,3006,1018,0,3340,14,0,1,NONE,270,0,1,358,15519,4703,3267,0,0,0,1,0,0,0,0,9,0,29829,4517,8354,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,SUPPORT,0,14,39,27,3,0,4,21,3,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,313,,False,200,BOTTOM,7,1164,0,47718,9221,0,12686,0,1019,0,100,108,129,1,0,2370,0,1063,0,0,5,0,0,8,2,0,5,False,NA1_5328123656,1164,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752893322494,1752894516897,5011,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 247, 'var2': 261, 'var3': 0}, {'perk': 9111, 'var1': 304, 'var2': 140, 'var3': 0}, {'perk': 9104, 'var1': 16, 'var2': 30, 'var3': 0}, {'perk': 8017, 'var1': 561, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 10, 'var2': 3, 'var3': 0}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 198}], 'style': 8300}]",
0,0,9,0,0,12381,14,804,Yunara,0,2,4,7051,19475,7051,4486,0,1,2,3,0,True,1,0,False,False,False,False,False,False,0,13151,10625,0,BOTTOM,0,2,0,1055,3032,3085,3006,0,3031,3340,17,2,11,BOTTOM,514,6,2,975,35716,8167,3587,0,0,0,0,1,0,0,3,4,0,99045,11662,5486,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,CARRY,0,28,60,36,5,0,2,21,3,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,313,,False,100,BOTTOM,8,1534,0,137269,20062,0,9625,0,3424,0,174,188,32,1,0,2507,231,552,4,6,4,0,0,17,3,3,7,True,NA1_5327631173,1534,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752816878733,1752818488601,5011,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 477, 'var2': 477, 'var3': 0}, {'perk': 9111, 'var1': 1163, 'var2': 400, 'var3': 0}, {'perk': 9104, 'var1': 14, 'var2': 40, 'var3': 0}, {'perk': 8017, 'var1': 902, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 8, 'var2': 1, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 233}], 'style': 8300}]",
0,0,12,0,0,14805,16,901,Smolder,0,0,5,1683,16053,1683,11724,0,3,4,0,0,True,0,0,False,False,False,False,False,False,0,11132,10900,0,BOTTOM,0,0,0,1055,3508,3171,3161,3094,1036,3340,21,1,6,BOTTOM,398,4,1,794,9959,2387,9417,0,12,0,0,0,0,0,2,9,0,132749,18218,13377,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,CARRY,0,176,64,32,6,0,6,21,3,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,312,,False,200,BOTTOM,9,1799,4,143349,20929,0,23456,8,10831,0,159,196,77,1,0,641,322,661,0,2,1,0,0,22,4,4,9,True,NA1_5327518517,1799,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752808121239,1752809937751,5011,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 1774, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 1251, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 19, 'var2': 10, 'var3': 0}, {'perk': 8017, 'var1': 874, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 187}, {'perk': 8304, 'var1': 9, 'var2': 4, 'var3': 5}], 'style': 8300}]",
0,0,5,0,0,10770,13,901,Smolder,0,0,4,1881,6385,1881,6734,0,4,3,2,0,True,0,0,False,True,False,False,False,True,0,10716,9225,0,BOTTOM,0,0,0,1055,3508,1038,3161,3158,1018,3364,18,2,10,BOTTOM,475,5,2,294,5089,2140,6616,0,4,0,0,0,0,0,3,4,0,88170,16219,7491,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,2,BANGBANG,7999,CARRY,0,126,51,23,6,0,4,21,4,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,312,,False,100,BOTTOM,6,1406,0,93834,18474,0,15435,4,3882,0,139,141,72,1,0,575,114,1327,2,2,2,0,0,19,3,4,5,True,NA1_5327494896,1406,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752806161530,1752807597273,5011,5008,5008,"[{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1063, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 69, 'var3': 0}, {'perk': 8233, 'var1': 14, 'var2': 40, 'var3': 0}, {'perk': 8237, 'var1': 488, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 192}, {'perk': 8304, 'var1': 8, 'var2': 1, 'var3': 5}], 'style': 8300}]",
0,0,9,0,0,14596,15,42,Corki,0,1,4,1261,13353,1261,17604,0,3,3,0,1,True,1,0,False,False,False,False,False,False,0,12658,12538,0,BOTTOM,0,0,3,1055,3078,3161,3042,3174,1018,3340,26,1,5,BOTTOM,256,4,1,1288,66731,6187,9450,0,38,0,1,0,0,0,3,9,0,105493,13424,15811,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,CARRY,0,94,29,62,89,0,6,21,4,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,312,,False,200,BOTTOM,0,1964,26,190083,22465,0,25473,6,6040,0,197,74,67,1,0,17858,2853,211,1,2,11,0,0,22,3,1,12,False,NA1_5326618681,1964,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752702086793,1752704079511,5011,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 51, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 2575, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 19, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 960, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 203}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]",
0,0,8,0,0,11261,13,901,Smolder,0,0,3,1620,8596,1620,6958,0,3,2,1,2,True,1,0,False,False,False,False,False,True,0,9675,7850,0,BOTTOM,0,0,0,1055,3508,3158,3161,1018,0,3340,17,2,6,BOTTOM,423,4,2,635,6959,2595,4483,0,16,0,0,0,0,0,1,4,0,100545,15589,10838,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,CARRY,0,123,53,25,7,0,1,12,3,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,311,,False,100,BOTTOM,7,1469,4,107846,18184,0,15635,4,3236,0,161,189,64,1,0,340,0,313,0,2,2,0,0,15,2,1,10,True,NA1_5326594474,1469,CLASSIC,MATCHED_GAME,420,15.14.695.3589,1752699545116,1752701033586,5011,5008,5008,"[{'description': 'primaryStyle', 'selections': [{'perk': 8229, 'var1': 1269, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 105, 'var3': 0}, {'perk': 8233, 'var1': 15, 'var2': 20, 'var3': 0}, {'perk': 8237, 'var1': 508, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 169}, {'perk': 8304, 'var1': 10, 'var2': 3, 'var3': 0}], 'style': 8300}]",
0,0,4,0,0,29450,18,122,Darius,0,10,6,5637,32979,5637,128770,0,9,3,5,2,True,1,0,False,False,False,False,False,False,0,22904,18458,0,TOP,0,0,1,3053,3078,4401,3742,3047,6333,3364,28,6,23,TOP,0,5,2,887,0,0,33350,0,43,0,1,0,0,0,8,1,0,267602,52462,32338,0,0,0,0,0,0,0,0,5389,3,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,1,BANGBANG,7999,SOLO,0,109,128,31,21,0,10,6,7,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,311,,False,100,TOP,44,2744,16,289834,72371,0,71453,10,24181,0,238,293,422,1,0,22232,19908,5763,2,2,8,0,0,39,3,1,15,False,NA1_5325703660,2744,CLASSIC,MATCHED_GAME,420,15.13.693.4876,1752554345969,1752557116042,5001,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 2861, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 4741, 'var2': 540, 'var3': 0}, {'perk': 9105, 'var1': 15, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 4554, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 612, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 192, 'var2': 0, 'var3': 0}], 'style': 8400}]",
0,0,9,0,0,20107,18,112,Viktor,0,1,4,1098,7806,1098,22468,0,4,2,0,0,True,5,0,False,False,False,False,False,False,0,16157,15860,0,MIDDLE,0,0,1,4630,3157,3089,3020,4645,6655,3340,26,2,7,MIDDLE,0,5,1,1841,259890,36967,8108,0,32,0,1,0,0,0,3,3,0,18098,752,11027,0,0,0,0,0,0,0,0,5389,1,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,SOLO,0,132,31,136,20,0,4,12,4,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,310,,False,100,MIDDLE,34,2432,26,281930,37719,0,20659,0,1827,0,246,1845,173,1,0,3942,0,1523,1,1,9,0,0,29,2,2,16,False,NA1_5296914091,2432,CLASSIC,MATCHED_GAME,420,15.10.680.4378,1748498079110,1748500527824,5001,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 2176, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 1611, 'var3': 0}, {'perk': 8210, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 900, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8473, 'var1': 1142, 'var2': 0, 'var3': 0}, {'perk': 8401, 'var1': 442, 'var2': 0, 'var3': 0}], 'style': 8400}]",
0,0,6,0,0,15135,16,42,Corki,0,2,6,3665,9116,3665,18259,0,6,5,0,0,True,2,0,False,False,False,False,False,False,0,12705,12433,0,BOTTOM,0,0,2,3094,3078,1037,3042,1018,3047,3363,28,1,4,BOTTOM,442,2,1,854,56950,6208,11546,0,16,0,1,0,0,0,3,4,0,115565,17220,13759,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,1,BANGBANG,7999,SOLO,0,82,22,59,98,0,7,21,3,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,308,prallen ,False,100,BOTTOM,0,2166,9,194785,26123,0,27073,4,4343,0,220,6,189,1,0,22270,2694,1767,0,1,9,0,0,29,5,3,14,False,NA1_5186020870,2166,CLASSIC,MATCHED_GAME,420,14.24.644.2327,1734611715053,1734613912471,5011,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 176, 'var2': 0, 'var3': 0}, {'perk': 8009, 'var1': 2491, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 20, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 1043, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 123}, {'perk': 8316, 'var1': 9, 'var2': 10, 'var3': 0}], 'style': 8300}]",4.0
0,3,16,1,0,20209,18,22,Ashe,0,2,5,3851,41752,3851,16640,0,2,4,0,0,True,2,0,True,False,False,False,False,False,0,17605,15530,0,BOTTOM,0,0,1,3033,6672,3072,3006,2019,3046,3340,29,1,11,BOTTOM,500,9,1,1854,2989,2989,9019,0,24,0,0,0,0,0,4,9,0,239754,37206,8145,0,0,0,0,0,0,0,0,5389,1,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,2,BANGBANG,7999,CARRY,0,69,104,18,11,0,5,21,4,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,306,prallen ,False,200,BOTTOM,64,2367,6,271311,41318,0,17943,6,5989,0,231,1014,108,1,0,28567,1122,777,2,2,7,0,0,35,4,2,15,True,NA1_5179169190,2367,CLASSIC,MATCHED_GAME,420,14.24.642.1879,1733937666097,1733940199058,5011,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 1879, 'var2': 1879, 'var3': 0}, {'perk': 8009, 'var1': 2942, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 15, 'var2': 30, 'var3': 0}, {'perk': 8017, 'var1': 1668, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 5005, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 5008, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]",11.0
0,0,1,0,0,9956,12,119,Draven,0,3,4,2315,3360,2315,10533,0,6,3,0,0,True,1,0,False,False,False,False,False,False,0,11731,11025,0,BOTTOM,0,0,2,1055,6697,1018,6676,1001,3072,3340,18,2,7,BOTTOM,847,2,1,341,0,0,6840,0,0,0,1,0,0,0,1,4,0,104112,16737,8504,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BANGBANG,7999,CARRY,0,52,49,14,7,0,4,21,3,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,306,prallen ,False,100,BOTTOM,11,1421,0,109984,16764,0,15664,0,2690,0,176,71,144,1,0,5872,27,319,1,1,9,0,0,14,3,2,8,False,NA1_5179143644,1421,CLASSIC,MATCHED_GAME,420,14.24.642.1879,1733934134217,1733935763467,5011,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 75, 'var2': 75, 'var3': 0}, {'perk': 8009, 'var1': 942, 'var2': 0, 'var3': 0}, {'perk': 9104, 'var1': 17, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 274, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 5005, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 5008, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8100}]",7.0
0,0,10,1,0,26685,18,119,Draven,0,3,4,4108,20460,4108,24511,0,8,2,1,0,True,1,0,False,False,False,False,False,False,0,25816,25030,0,BOTTOM,0,0,7,3072,3031,3036,6676,3172,6697,3364,27,2,13,BOTTOM,1677,7,2,930,0,0,15670,0,22,0,1,0,0,0,1,4,0,460843,34978,20365,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BangBang,6988,CARRY,0,177,157,26,17,0,7,21,5,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,302,prallen ,False,100,BOTTOM,13,2728,10,484633,35391,0,36848,0,14580,0,321,124,210,1,0,23789,413,812,1,1,11,0,0,26,2,1,6,False,NA1_5144202783,2728,CLASSIC,MATCHED_GAME,420,14.21.630.3012,1730356130086,1730358878799,5001,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 9923, 'var1': 64, 'var2': 79, 'var3': 0}, {'perk': 8139, 'var1': 1323, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 450, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 2699, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 938, 'var2': 0, 'var3': 0}], 'style': 8000}]",13.0
0,0,3,0,0,12707,14,112,Viktor,0,0,5,0,0,0,8899,0,2,3,0,0,True,2,0,False,False,False,False,False,True,0,9703,8975,0,MIDDLE,0,0,1,1056,6655,3145,3020,3100,0,3364,22,1,4,MIDDLE,0,3,1,1191,112941,18602,7021,0,0,0,0,0,0,0,1,3,0,11515,426,5119,0,0,0,0,0,0,0,0,5389,0,U3fXW6HC3JpGV72px0i9_-yUAnXCClhqkhAUcatcwtso_1lzP9tp2sWU3RLL3Yugf4IuWbxJ-peSEA,0,0,BangBang,6988,SOLO,0,71,12,84,11,0,1,12,3,4,K-Awmc8YVtI9h0zevEK0ULdvOh6WqydZPrKOWpTkiGMvlpoi,302,prallen ,False,100,MIDDLE,11,1539,0,124457,19029,0,12787,0,2070,0,187,138,41,1,0,0,0,646,0,0,8,0,0,21,3,1,10,False,NA1_5144184455,1539,CLASSIC,MATCHED_GAME,420,14.21.630.3012,1730354164566,1730355796742,5001,5008,5005,"[{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 341, 'var2': 8, 'var3': 0}, {'perk': 8139, 'var1': 908, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 14, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 3, 'var2': 21, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8226, 'var1': 250, 'var2': 1124, 'var3': 0}, {'perk': 8236, 'var1': 24, 'var2': 0, 'var3': 0}], 'style': 8200}]",4.0
